doc_id,annotator,model,model_reported,attempts,input_tokens,output_tokens,latency_s,called_at_utc,prompt_fingerprint
GT-112,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9967,999,1.95,2026-09-18T23:40:22.558544+00:00,53c7ce151f935769
GT-153,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,1033,2.18,2026-09-19T00:03:41.995811+00:00,53c7ce151f935769
GT-149,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,2396,2.94,2026-09-18T23:44:36.384099+00:00,53c7ce151f935769
GT-009,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10255,2886,4.28,2026-09-18T03:15:42.530974+00:00,53c7ce151f935769
GT-149,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,2583,3.85,2026-09-19T00:03:17.465964+00:00,53c7ce151f935769
GT-029,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10315,2758,4.25,2026-09-18T03:18:01.796943+00:00,53c7ce151f935769
GT-025,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1520,2.74,2026-09-18T02:58:12.576399+00:00,53c7ce151f935769
GT-056,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9784,2691,3.26,2026-09-18T03:21:03.195861+00:00,53c7ce151f935769
GT-047,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9911,2393,3.91,2026-09-18T23:50:56.354362+00:00,53c7ce151f935769
GT-120,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9893,1940,2.91,2026-09-18T23:59:39.427398+00:00,53c7ce151f935769
GT-011,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10023,1964,3.44,2026-09-18T23:46:58.316232+00:00,53c7ce151f935769
GT-150,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9955,2040,3.1,2026-09-19T00:03:24.064659+00:00,53c7ce151f935769
GT-049,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9971,2446,3.13,2026-09-18T03:01:26.514486+00:00,53c7ce151f935769
GT-143,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,3377,4.04,2026-09-18T03:12:37.483975+00:00,53c7ce151f935769
GT-054,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9978,1536,2.76,2026-09-18T03:01:58.784753+00:00,53c7ce151f935769
GT-099,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10155,937,1.49,2026-09-18T23:57:28.186545+00:00,53c7ce151f935769
GT-102,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10025,2000,3.14,2026-09-18T03:27:57.279145+00:00,53c7ce151f935769
GT-160,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9900,1920,3.55,2026-09-19T00:04:30.990996+00:00,53c7ce151f935769
GT-103,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9899,1889,3.48,2026-09-18T07:14:42.383413+00:00,53c7ce151f935769
GT-051,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9995,2162,3.79,2026-09-18T23:51:24.977489+00:00,53c7ce151f935769
GT-145,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9959,2299,3.27,2026-09-18T03:12:49.697100+00:00,53c7ce151f935769
GT-077,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9992,2554,3.54,2026-09-18T23:54:28.149754+00:00,53c7ce151f935769
GT-090,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,1546,2.82,2026-09-18T03:06:14.384397+00:00,53c7ce151f935769
GT-039,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10041,1303,2.48,2026-09-18T23:50:00.848015+00:00,53c7ce151f935769
GT-052,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9896,1149,2.42,2026-09-18T03:01:45.408928+00:00,53c7ce151f935769
GT-146,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10193,1843,3.11,2026-09-18T23:44:18.372013+00:00,53c7ce151f935769
GT-018,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9958,1353,2.08,2026-09-18T03:16:51.680253+00:00,53c7ce151f935769
GT-136,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10106,1451,2.26,2026-09-19T00:01:50.136551+00:00,53c7ce151f935769
GT-146,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10193,2606,4.21,2026-09-18T03:12:57.410563+00:00,53c7ce151f935769
GT-097,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10113,1535,2.14,2026-09-18T23:57:17.142962+00:00,53c7ce151f935769
GT-122,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10340,3307,4.95,2026-09-18T03:09:56.308905+00:00,53c7ce151f935769
GT-152,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10064,2374,3.55,2026-09-18T23:44:57.184491+00:00,53c7ce151f935769
GT-111,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9924,1020,1.72,2026-09-18T23:58:42.025651+00:00,53c7ce151f935769
GT-036,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10016,2595,4.08,2026-09-18T23:49:41.708699+00:00,53c7ce151f935769
GT-049,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9971,1915,3.54,2026-09-18T23:51:10.232148+00:00,53c7ce151f935769
GT-073,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10041,1684,2.22,2026-09-18T23:54:00.377326+00:00,53c7ce151f935769
GT-035,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10020,2539,4.27,2026-09-18T02:59:22.614669+00:00,53c7ce151f935769
GT-098,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9934,1610,2.65,2026-09-18T03:27:30.768669+00:00,53c7ce151f935769
GT-085,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10047,1644,2.72,2026-09-18T03:05:39.317265+00:00,53c7ce151f935769
GT-021,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10264,2406,3.51,2026-09-18T23:48:03.477986+00:00,53c7ce151f935769
GT-127,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10015,2577,3.35,2026-09-18T03:10:40.502637+00:00,53c7ce151f935769
GT-029,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10315,1207,2.39,2026-09-18T23:48:52.909247+00:00,53c7ce151f935769
GT-045,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9925,1271,2.64,2026-09-18T23:50:41.968794+00:00,53c7ce151f935769
GT-078,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1816,3.48,2026-09-18T03:04:48.994277+00:00,53c7ce151f935769
GT-083,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9994,865,1.86,2026-09-18T23:55:06.598304+00:00,53c7ce151f935769
GT-034,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10067,1959,3.45,2026-09-18T23:49:27.633411+00:00,53c7ce151f935769
GT-017,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9970,1656,2.65,2026-09-18T02:56:49.703602+00:00,53c7ce151f935769
GT-103,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9899,2586,3.8,2026-09-18T23:57:53.179505+00:00,53c7ce151f935769
GT-135,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9929,1718,2.7,2026-09-18T23:42:52.247115+00:00,53c7ce151f935769
GT-065,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9973,2225,3.87,2026-09-18T03:03:12.137229+00:00,53c7ce151f935769
GT-123,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1129,2.65,2026-09-18T23:59:58.367696+00:00,53c7ce151f935769
GT-056,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9784,1996,3.06,2026-09-18T23:51:57.123743+00:00,53c7ce151f935769
GT-142,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1833,3.18,2026-09-18T03:12:29.937526+00:00,53c7ce151f935769
GT-102,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10025,1778,3.5,2026-09-18T03:07:37.186389+00:00,53c7ce151f935769
GT-096,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10033,1433,2.98,2026-09-18T23:57:11.500887+00:00,53c7ce151f935769
GT-013,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10098,2942,4.17,2026-09-18T02:56:22.900845+00:00,53c7ce151f935769
GT-064,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9794,1607,2.64,2026-09-18T03:21:55.454944+00:00,53c7ce151f935769
GT-116,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10033,1804,2.96,2026-09-18T23:59:13.881610+00:00,53c7ce151f935769
GT-158,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,1512,2.57,2026-09-18T03:14:32.003471+00:00,53c7ce151f935769
GT-103,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9899,1500,2.99,2026-09-18T03:07:43.675203+00:00,53c7ce151f935769
GT-070,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10026,2416,4.16,2026-09-18T03:22:35.987671+00:00,53c7ce151f935769
GT-076,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9864,2783,4.41,2026-09-18T03:04:34.657029+00:00,53c7ce151f935769
GT-035,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10020,2063,3.02,2026-09-18T03:18:39.329702+00:00,53c7ce151f935769
GT-158,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,970,1.6,2026-09-18T23:45:32.907351+00:00,53c7ce151f935769
GT-112,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9967,1030,2.02,2026-09-18T23:58:47.550895+00:00,53c7ce151f935769
GT-030,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10064,2743,3.96,2026-09-18T03:18:09.259914+00:00,53c7ce151f935769
GT-117,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9988,757,1.74,2026-09-18T23:59:19.121010+00:00,53c7ce151f935769
GT-011,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10023,1811,2.96,2026-09-18T03:15:56.147441+00:00,53c7ce151f935769
GT-015,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10075,1044,2.47,2026-09-18T23:47:22.694260+00:00,53c7ce151f935769
GT-087,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,2028,3.97,2026-09-18T03:05:53.852545+00:00,53c7ce151f935769
GT-107,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9946,1372,2.52,2026-09-18T03:08:10.920784+00:00,53c7ce151f935769
GT-049,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9971,2371,3.0,2026-09-18T03:20:21.391413+00:00,53c7ce151f935769
GT-060,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9776,1630,2.86,2026-09-18T03:02:38.700959+00:00,53c7ce151f935769
GT-156,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,1030,2.45,2026-09-19T00:04:02.362516+00:00,53c7ce151f935769
GT-038,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9864,1553,2.79,2026-09-18T02:59:41.763576+00:00,53c7ce151f935769
GT-003,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9761,1421,3.11,2026-09-18T23:46:05.073409+00:00,53c7ce151f935769
GT-002,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9815,1981,2.95,2026-09-18T23:45:58.466563+00:00,53c7ce151f935769
GT-117,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9988,2690,3.82,2026-09-18T03:09:20.048730+00:00,53c7ce151f935769
GT-106,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9931,1993,3.2,2026-09-18T23:39:45.719197+00:00,53c7ce151f935769
GT-046,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9968,2612,3.78,2026-09-18T03:00:51.624323+00:00,53c7ce151f935769
GT-121,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10115,2676,4.16,2026-09-18T23:41:20.168368+00:00,53c7ce151f935769
GT-087,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,2731,3.77,2026-09-18T23:55:34.437947+00:00,53c7ce151f935769
GT-093,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9975,2391,3.99,2026-09-18T03:06:34.182318+00:00,53c7ce151f935769
GT-138,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10022,2837,4.22,2026-09-18T23:43:12.019643+00:00,53c7ce151f935769
GT-124,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10640,1485,3.1,2026-09-19T00:00:04.968004+00:00,53c7ce151f935769
GT-005,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10080,1317,2.36,2026-09-18T23:46:16.345125+00:00,53c7ce151f935769
GT-071,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10038,1907,2.95,2026-09-18T03:22:42.438138+00:00,53c7ce151f935769
GT-085,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10047,2260,2.92,2026-09-18T03:26:06.356722+00:00,53c7ce151f935769
GT-095,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9924,2245,3.35,2026-09-18T03:27:10.909929+00:00,53c7ce151f935769
GT-115,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9878,1501,2.58,2026-09-18T03:09:05.895034+00:00,53c7ce151f935769
GT-156,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,1643,2.65,2026-09-18T23:45:21.239439+00:00,53c7ce151f935769
GT-008,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10052,1529,2.67,2026-09-18T03:15:34.746237+00:00,53c7ce151f935769
GT-034,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10067,1783,3.29,2026-09-18T02:59:14.842394+00:00,53c7ce151f935769
GT-139,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9890,1490,2.15,2026-09-18T03:12:11.114098+00:00,53c7ce151f935769
GT-131,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1962,3.65,2026-09-19T00:00:51.840594+00:00,53c7ce151f935769
GT-067,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9958,2039,3.66,2026-09-18T03:03:26.614890+00:00,53c7ce151f935769
GT-097,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10113,1696,3.16,2026-09-18T03:27:24.612257+00:00,53c7ce151f935769
GT-024,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10102,2356,3.19,2026-09-18T03:17:30.059359+00:00,53c7ce151f935769
GT-046,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9968,1898,3.47,2026-09-18T23:50:48.940145+00:00,53c7ce151f935769
GT-063,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9966,1009,1.6,2026-09-18T23:52:56.059947+00:00,53c7ce151f935769
GT-156,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,1746,2.79,2026-09-18T03:14:18.898424+00:00,53c7ce151f935769
GT-042,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9935,2615,3.8,2026-09-18T23:50:21.183437+00:00,53c7ce151f935769
GT-013,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10098,1513,2.44,2026-09-18T23:47:10.404604+00:00,53c7ce151f935769
GT-084,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10090,2583,4.37,2026-09-18T03:05:33.096004+00:00,53c7ce151f935769
GT-155,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9846,1954,2.86,2026-09-18T23:45:15.086168+00:00,53c7ce151f935769
GT-033,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,1851,3.49,2026-09-18T23:49:20.680442+00:00,53c7ce151f935769
GT-058,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9985,2006,2.96,2026-09-18T03:21:16.180815+00:00,53c7ce151f935769
GT-117,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9988,1623,2.29,2026-09-18T23:40:53.417309+00:00,53c7ce151f935769
GT-055,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10066,3678,4.82,2026-09-18T03:02:07.101037+00:00,53c7ce151f935769
GT-109,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10043,1856,2.85,2026-09-18T23:40:04.365340+00:00,53c7ce151f935769
GT-078,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1788,2.87,2026-09-18T23:54:34.522024+00:00,53c7ce151f935769
GT-041,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9827,1663,2.75,2026-09-18T03:19:18.321903+00:00,53c7ce151f935769
GT-050,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10009,2402,3.95,2026-09-18T23:51:17.683768+00:00,53c7ce151f935769
GT-086,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9836,3008,3.75,2026-09-18T03:26:13.608869+00:00,53c7ce151f935769
GT-031,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10084,2460,3.11,2026-09-18T02:58:53.538316+00:00,53c7ce151f935769
GT-027,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9935,1769,3.01,2026-09-18T03:17:48.130721+00:00,53c7ce151f935769
GT-018,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9958,1812,3.42,2026-09-18T02:56:56.620938+00:00,53c7ce151f935769
GT-119,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9965,2438,3.41,2026-09-18T23:59:33.012388+00:00,53c7ce151f935769
GT-043,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9996,2304,3.78,2026-09-18T03:00:30.751651+00:00,53c7ce151f935769
GT-105,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9985,848,1.57,2026-09-18T23:58:05.006486+00:00,53c7ce151f935769
GT-100,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10179,1435,2.2,2026-09-18T23:57:33.888177+00:00,53c7ce151f935769
GT-155,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9846,1741,2.36,2026-09-18T03:14:12.602825+00:00,53c7ce151f935769
GT-010,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9999,1952,3.1,2026-09-18T02:56:01.783727+00:00,53c7ce151f935769
GT-147,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10089,3403,4.5,2026-09-18T03:13:05.414146+00:00,53c7ce151f935769
GT-067,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9958,2919,4.1,2026-09-18T23:53:22.737576+00:00,53c7ce151f935769
GT-071,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10038,1483,2.07,2026-09-18T23:53:48.239748+00:00,53c7ce151f935769
GT-147,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10089,1001,1.54,2026-09-18T23:44:23.416602+00:00,53c7ce151f935769
GT-090,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,2786,4.26,2026-09-18T23:55:54.704754+00:00,53c7ce151f935769
GT-102,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10025,1461,2.61,2026-09-18T23:57:45.879301+00:00,53c7ce151f935769
GT-032,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10019,2266,3.48,2026-09-18T02:59:00.518350+00:00,53c7ce151f935769
GT-136,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10106,1133,2.65,2026-09-18T23:42:58.397343+00:00,53c7ce151f935769
GT-135,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9929,1722,2.31,2026-09-18T03:11:46.094885+00:00,53c7ce151f935769
GT-078,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1541,2.17,2026-09-18T03:25:24.946066+00:00,53c7ce151f935769
GT-122,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10340,1582,2.7,2026-09-18T23:59:52.213853+00:00,53c7ce151f935769
GT-073,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10041,1579,3.35,2026-09-18T03:04:11.162211+00:00,53c7ce151f935769
GT-122,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10340,2461,4.08,2026-09-18T23:41:27.748012+00:00,53c7ce151f935769
GT-061,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9984,2103,3.13,2026-09-18T03:21:36.216542+00:00,53c7ce151f935769
GT-095,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9924,2250,3.45,2026-09-18T03:06:47.117499+00:00,53c7ce151f935769
GT-019,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10031,1388,3.15,2026-09-18T02:57:32.034725+00:00,53c7ce151f935769
GT-150,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9955,2334,3.55,2026-09-18T03:13:26.679880+00:00,53c7ce151f935769
GT-147,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10089,2236,3.86,2026-09-19T00:03:03.197498+00:00,53c7ce151f935769
GT-046,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9968,2271,3.07,2026-09-18T03:20:03.543017+00:00,53c7ce151f935769
GT-029,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10315,3465,4.71,2026-09-18T02:58:40.377334+00:00,53c7ce151f935769
GT-153,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,978,1.66,2026-09-18T23:45:02.342201+00:00,53c7ce151f935769
GT-094,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9768,1409,2.48,2026-09-18T03:06:40.161241+00:00,53c7ce151f935769
GT-142,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1786,3.44,2026-09-18T23:43:39.358792+00:00,53c7ce151f935769
GT-088,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9946,2411,3.17,2026-09-18T03:26:26.894114+00:00,53c7ce151f935769
GT-054,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9978,1596,2.61,2026-09-18T23:51:43.304097+00:00,53c7ce151f935769
GT-157,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9833,2415,3.07,2026-09-18T23:45:27.810859+00:00,53c7ce151f935769
GT-106,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9931,2504,3.41,2026-09-18T23:58:11.919038+00:00,53c7ce151f935769
GT-111,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9924,2245,3.42,2026-09-18T23:40:17.104426+00:00,53c7ce151f935769
GT-032,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10019,2189,3.1,2026-09-18T03:18:21.436241+00:00,53c7ce151f935769
GT-081,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9990,3303,5.57,2026-09-18T03:05:11.476286+00:00,53c7ce151f935769
GT-121,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10115,1665,3.08,2026-09-18T23:59:46.013899+00:00,53c7ce151f935769
GT-108,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9836,2333,2.96,2026-09-18T23:58:23.695803+00:00,53c7ce151f935769
GT-100,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10179,2628,4.3,2026-09-18T03:07:22.793311+00:00,53c7ce151f935769
GT-074,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10188,2407,2.99,2026-09-18T23:54:06.871027+00:00,53c7ce151f935769
GT-106,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9931,2461,3.69,2026-09-18T03:08:04.898627+00:00,53c7ce151f935769
GT-132,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10184,1027,2.73,2026-09-19T00:00:58.069899+00:00,53c7ce151f935769
GT-026,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9988,1843,2.89,2026-09-18T02:58:18.965110+00:00,53c7ce151f935769
GT-126,mistral-7b#r1,mistral:latest,mistral:latest,1,12824,190,5.71,2026-09-19T00:47:58.045852+00:00,53c7ce151f935769
GT-132,mistral-7b#r1,mistral:latest,mistral:latest,1,12935,190,6.23,2026-09-19T00:48:33.021007+00:00,53c7ce151f935769
