doc_id,annotator,model,model_reported,attempts,input_tokens,output_tokens,latency_s,called_at_utc,prompt_fingerprint
GT-119,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9965,2476,3.22,2026-09-18T23:41:06.882183+00:00,53c7ce151f935769
GT-141,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10019,2079,2.7,2026-09-18T03:12:23.255872+00:00,53c7ce151f935769
GT-126,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10092,1633,3.39,2026-09-19T00:00:19.402226+00:00,53c7ce151f935769
GT-120,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9893,1564,2.12,2026-09-18T23:41:12.504253+00:00,53c7ce151f935769
GT-068,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10077,2416,3.26,2026-09-18T23:53:29.496627+00:00,53c7ce151f935769
GT-132,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10184,2507,3.31,2026-09-18T03:11:27.721174+00:00,53c7ce151f935769
GT-040,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9904,2560,3.83,2026-09-18T23:50:08.175515+00:00,53c7ce151f935769
GT-008,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10052,1671,3.1,2026-09-18T23:46:37.554214+00:00,53c7ce151f935769
GT-080,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10024,1419,2.6,2026-09-18T03:05:02.408218+00:00,53c7ce151f935769
GT-075,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9957,2540,4.21,2026-09-18T03:04:26.740982+00:00,53c7ce151f935769
GT-138,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10022,2123,3.19,2026-09-18T03:12:05.465855+00:00,53c7ce151f935769
GT-022,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9986,1981,3.08,2026-09-18T03:17:16.304437+00:00,53c7ce151f935769
GT-031,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10084,2452,4.17,2026-09-18T23:49:07.081606+00:00,53c7ce151f935769
GT-041,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9827,862,2.0,2026-09-18T03:00:16.777531+00:00,53c7ce151f935769
GT-060,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9776,2717,3.68,2026-09-18T03:21:29.581896+00:00,53c7ce151f935769
GT-058,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9985,1349,2.44,2026-09-18T23:52:10.037136+00:00,53c7ce151f935769
GT-019,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10031,1389,2.48,2026-09-18T03:16:57.662368+00:00,53c7ce151f935769
GT-118,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9879,2345,3.48,2026-09-18T23:59:26.105427+00:00,53c7ce151f935769
GT-152,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10064,2337,3.0,2026-09-18T03:13:55.108724+00:00,53c7ce151f935769
GT-115,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9878,1244,2.13,2026-09-18T23:59:07.422570+00:00,53c7ce151f935769
GT-040,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9904,1881,3.19,2026-09-18T03:00:11.279748+00:00,53c7ce151f935769
GT-119,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9965,2570,3.65,2026-09-18T03:09:34.629753+00:00,53c7ce151f935769
GT-072,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10081,2219,3.42,2026-09-18T03:22:49.355261+00:00,53c7ce151f935769
GT-131,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,2265,3.01,2026-09-18T03:11:20.912671+00:00,53c7ce151f935769
GT-091,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9813,1285,2.42,2026-09-18T03:06:20.304372+00:00,53c7ce151f935769
GT-062,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10039,1429,2.47,2026-09-18T03:02:50.653396+00:00,53c7ce151f935769
GT-007,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,1900,3.64,2026-09-18T23:46:30.954364+00:00,53c7ce151f935769
GT-042,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9935,2439,3.19,2026-09-18T03:00:23.470441+00:00,53c7ce151f935769
GT-130,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10161,1769,2.35,2026-09-18T03:11:14.399904+00:00,53c7ce151f935769
GT-020,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10161,1370,2.04,2026-09-18T03:17:03.201002+00:00,53c7ce151f935769
GT-134,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9928,1546,2.96,2026-09-18T23:42:46.048402+00:00,53c7ce151f935769
GT-153,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9945,1500,2.28,2026-09-18T03:14:00.890133+00:00,53c7ce151f935769
GT-113,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9925,2012,3.17,2026-09-18T23:40:29.231976+00:00,53c7ce151f935769
GT-008,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10052,1521,2.59,2026-09-18T02:55:47.702773+00:00,53c7ce151f935769
GT-121,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10115,1513,2.69,2026-09-18T03:09:47.855590+00:00,53c7ce151f935769
GT-133,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10029,1719,2.39,2026-09-18T03:11:33.616065+00:00,53c7ce151f935769
GT-120,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9893,1523,3.53,2026-09-18T03:09:41.665434+00:00,53c7ce151f935769
GT-025,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1586,2.15,2026-09-18T03:17:35.711705+00:00,53c7ce151f935769
GT-054,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9978,2783,3.43,2026-09-18T03:20:50.580739+00:00,53c7ce151f935769
GT-007,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,2312,3.45,2026-09-18T02:55:41.612593+00:00,53c7ce151f935769
GT-091,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9813,2152,3.15,2026-09-18T23:56:01.356831+00:00,53c7ce151f935769
GT-040,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9904,1921,2.9,2026-09-18T03:19:12.067272+00:00,53c7ce151f935769
GT-126,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10092,1207,2.56,2026-09-18T23:41:52.859444+00:00,53c7ce151f935769
GT-096,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10033,2487,3.54,2026-09-18T03:27:17.951845+00:00,53c7ce151f935769
GT-059,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1717,2.72,2026-09-18T03:21:22.403647+00:00,53c7ce151f935769
GT-066,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10020,2028,3.17,2026-09-18T23:53:15.140806+00:00,53c7ce151f935769
GT-072,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10081,3701,5.66,2026-09-18T03:04:04.307599+00:00,53c7ce151f935769
GT-053,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10113,2562,3.61,2026-09-18T03:01:52.516897+00:00,53c7ce151f935769
GT-020,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10161,1477,2.72,2026-09-18T23:47:56.464865+00:00,53c7ce151f935769
GT-148,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9874,3255,4.25,2026-09-18T03:13:13.166963+00:00,53c7ce151f935769
GT-094,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9768,1393,2.47,2026-09-18T03:27:04.057829+00:00,53c7ce151f935769
GT-099,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10155,2223,3.89,2026-09-18T03:07:14.993802+00:00,53c7ce151f935769
GT-148,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9874,1799,3.03,2026-09-18T23:44:29.944308+00:00,53c7ce151f935769
GT-057,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10040,1808,3.02,2026-09-18T03:21:09.720161+00:00,53c7ce151f935769
GT-133,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10029,1381,2.85,2026-09-18T23:42:39.588083+00:00,53c7ce151f935769
GT-129,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10198,1416,2.37,2026-09-19T00:00:38.793839+00:00,53c7ce151f935769
GT-110,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10057,1996,3.16,2026-09-18T03:08:30.944017+00:00,53c7ce151f935769
GT-052,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9896,1796,2.86,2026-09-18T23:51:31.335332+00:00,53c7ce151f935769
GT-009,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10255,1487,2.39,2026-09-18T23:46:43.447760+00:00,53c7ce151f935769
GT-079,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10086,2669,3.81,2026-09-18T03:04:56.302918+00:00,53c7ce151f935769
GT-129,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10198,2403,3.8,2026-09-18T23:42:14.830648+00:00,53c7ce151f935769
GT-146,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10193,2112,3.31,2026-09-19T00:02:55.832595+00:00,53c7ce151f935769
GT-007,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10008,1795,2.82,2026-09-18T03:15:28.572303+00:00,53c7ce151f935769
GT-044,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10034,2038,2.72,2026-09-18T03:19:51.083725+00:00,53c7ce151f935769
GT-115,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9878,1595,2.63,2026-09-18T23:40:41.464593+00:00,53c7ce151f935769
GT-108,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9836,1924,2.92,2026-09-18T23:39:58.016298+00:00,53c7ce151f935769
GT-100,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10179,1935,2.91,2026-09-18T03:27:44.124068+00:00,53c7ce151f935769
GT-019,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10031,1509,2.85,2026-09-18T23:47:50.241852+00:00,53c7ce151f935769
GT-126,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10092,2113,2.88,2026-09-18T03:10:33.650759+00:00,53c7ce151f935769
GT-128,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9996,2547,3.46,2026-09-18T23:42:07.527286+00:00,53c7ce151f935769
GT-059,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1666,2.26,2026-09-18T03:02:32.334176+00:00,53c7ce151f935769
GT-083,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9994,803,1.46,2026-09-18T03:25:53.846718+00:00,53c7ce151f935769
GT-047,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9911,1121,1.69,2026-09-18T03:20:08.737203+00:00,53c7ce151f935769
GT-064,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9794,2231,2.84,2026-09-18T23:53:02.400557+00:00,53c7ce151f935769
GT-067,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9958,1445,2.35,2026-09-18T03:22:14.573501+00:00,53c7ce151f935769
GT-037,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10523,1462,2.42,2026-09-18T02:59:35.473848+00:00,53c7ce151f935769
GT-023,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10279,2394,3.04,2026-09-18T02:57:59.606046+00:00,53c7ce151f935769
GT-037,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10523,2647,3.71,2026-09-18T23:49:48.924110+00:00,53c7ce151f935769
GT-036,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10016,1865,3.22,2026-09-18T03:18:46.048086+00:00,53c7ce151f935769
GT-030,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10064,1701,3.0,2026-09-18T23:48:59.408896+00:00,53c7ce151f935769
GT-081,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9990,2460,3.45,2026-09-18T23:54:55.411149+00:00,53c7ce151f935769
GT-109,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10043,2495,3.85,2026-09-18T03:08:24.282337+00:00,53c7ce151f935769
GT-143,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,1853,3.24,2026-09-19T00:02:35.013867+00:00,53c7ce151f935769
GT-132,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10184,1007,1.91,2026-09-18T23:42:33.237913+00:00,53c7ce151f935769
GT-141,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10019,2279,3.59,2026-09-19T00:02:21.372261+00:00,53c7ce151f935769
GT-048,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9998,2074,2.65,2026-09-18T03:20:14.890303+00:00,53c7ce151f935769
GT-118,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9879,1946,3.92,2026-09-18T03:09:27.474867+00:00,53c7ce151f935769
GT-048,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9998,2112,3.33,2026-09-18T23:51:03.187764+00:00,53c7ce151f935769
GT-143,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,1969,3.76,2026-09-18T23:43:59.637646+00:00,53c7ce151f935769
GT-004,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9968,874,1.91,2026-09-18T23:46:10.486174+00:00,53c7ce151f935769
GT-123,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1662,3.61,2026-09-18T03:10:12.847545+00:00,53c7ce151f935769
GT-140,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9973,1405,2.56,2026-09-18T23:43:24.636561+00:00,53c7ce151f935769
GT-005,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10080,1920,2.54,2026-09-18T03:15:15.522527+00:00,53c7ce151f935769
GT-144,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9906,1754,2.84,2026-09-18T23:44:05.979081+00:00,53c7ce151f935769
GT-086,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9836,1993,4.09,2026-09-18T23:55:27.171014+00:00,53c7ce151f935769
GT-111,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9924,1809,3.93,2026-09-18T03:08:38.371955+00:00,53c7ce151f935769
GT-006,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9954,2127,3.22,2026-09-18T03:15:22.247893+00:00,53c7ce151f935769
GT-048,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9998,1817,2.63,2026-09-18T03:01:19.879578+00:00,53c7ce151f935769
GT-137,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10410,1729,3.04,2026-09-18T03:11:58.771751+00:00,53c7ce151f935769
GT-151,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10610,2573,3.77,2026-09-18T23:44:50.130093+00:00,53c7ce151f935769
GT-013,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10098,1447,2.52,2026-09-18T03:16:22.409301+00:00,53c7ce151f935769
GT-086,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9836,2276,3.57,2026-09-18T03:05:46.385297+00:00,53c7ce151f935769
GT-026,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9988,1239,2.37,2026-09-18T23:48:34.275690+00:00,53c7ce151f935769
GT-057,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10040,2378,3.47,2026-09-18T23:52:04.096144+00:00,53c7ce151f935769
GT-027,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9935,1282,2.89,2026-09-18T23:48:40.665286+00:00,53c7ce151f935769
GT-128,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9996,2213,3.77,2026-09-19T00:00:32.926424+00:00,53c7ce151f935769
GT-089,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,1776,3.31,2026-09-18T03:06:08.065831+00:00,53c7ce151f935769
GT-090,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9987,1156,2.08,2026-09-18T03:26:39.579872+00:00,53c7ce151f935769
GT-154,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9938,2410,3.9,2026-09-19T00:03:49.411648+00:00,53c7ce151f935769
GT-043,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9996,2578,3.73,2026-09-18T23:50:28.415743+00:00,53c7ce151f935769
GT-123,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10005,1554,2.42,2026-09-18T23:41:33.664020+00:00,53c7ce151f935769
GT-101,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10067,2588,3.89,2026-09-18T03:07:30.182539+00:00,53c7ce151f935769
GT-044,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10034,2397,3.62,2026-09-18T03:00:37.882707+00:00,53c7ce151f935769
GT-057,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10040,2503,4.37,2026-09-18T03:02:20.559742+00:00,53c7ce151f935769
GT-053,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10113,1679,2.37,2026-09-18T03:20:43.651961+00:00,53c7ce151f935769
GT-021,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10264,1737,2.91,2026-09-18T02:57:45.987985+00:00,53c7ce151f935769
GT-012,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10018,1571,2.88,2026-09-18T02:56:15.226143+00:00,53c7ce151f935769
GT-104,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10147,1361,2.93,2026-09-18T03:07:50.108526+00:00,53c7ce151f935769
GT-084,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10090,1892,3.24,2026-09-18T23:55:13.335318+00:00,53c7ce151f935769
GT-004,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9968,1653,3.03,2026-09-18T03:15:09.480691+00:00,53c7ce151f935769
GT-150,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9955,2419,2.97,2026-09-18T23:44:42.859296+00:00,53c7ce151f935769
GT-083,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9994,1675,3.01,2026-09-18T03:05:25.226648+00:00,53c7ce151f935769
GT-023,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10279,2280,3.56,2026-09-18T03:17:23.365572+00:00,53c7ce151f935769
GT-070,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10026,2420,4.04,2026-09-18T03:03:47.910885+00:00,53c7ce151f935769
GT-104,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10147,2435,3.26,2026-09-18T23:57:59.938197+00:00,53c7ce151f935769
GT-045,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9925,1792,2.38,2026-09-18T03:19:56.969014+00:00,53c7ce151f935769
GT-076,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9864,2369,3.92,2026-09-18T23:54:21.111037+00:00,53c7ce151f935769
GT-031,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10084,1126,2.07,2026-09-18T03:18:14.831605+00:00,53c7ce151f935769
GT-011,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10023,2239,3.56,2026-09-18T02:56:08.840824+00:00,53c7ce151f935769
GT-136,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10106,1961,2.63,2026-09-18T03:11:52.225362+00:00,53c7ce151f935769
GT-109,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10043,1878,2.61,2026-09-18T23:58:29.803704+00:00,53c7ce151f935769
GT-110,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10057,1328,2.32,2026-09-18T23:40:10.180923+00:00,53c7ce151f935769
GT-058,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9985,1716,2.51,2026-09-18T03:02:26.572677+00:00,53c7ce151f935769
GT-134,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9928,1952,2.85,2026-09-19T00:01:11.486976+00:00,53c7ce151f935769
GT-091,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9813,1706,2.67,2026-09-18T03:26:45.753170+00:00,53c7ce151f935769
GT-101,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10067,1777,2.37,2026-09-18T23:57:39.765419+00:00,53c7ce151f935769
GT-145,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9959,2173,3.88,2026-09-19T00:02:49.023761+00:00,53c7ce151f935769
GT-035,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10020,1837,2.99,2026-09-18T23:49:34.124786+00:00,53c7ce151f935769
GT-061,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9984,1392,2.48,2026-09-18T03:02:44.679086+00:00,53c7ce151f935769
GT-015,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10075,1042,1.65,2026-09-18T03:16:33.440504+00:00,53c7ce151f935769
GT-052,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9896,698,1.29,2026-09-18T03:20:37.783289+00:00,53c7ce151f935769
GT-105,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9985,2196,4.1,2026-09-18T03:07:57.710727+00:00,53c7ce151f935769
GT-080,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10024,2249,2.83,2026-09-18T03:25:37.661381+00:00,53c7ce151f935769
GT-044,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10034,2648,3.91,2026-09-18T23:50:35.824758+00:00,53c7ce151f935769
GT-065,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9973,2114,3.18,2026-09-18T03:22:02.141206+00:00,53c7ce151f935769
GT-157,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9833,2291,3.79,2026-09-19T00:04:09.652075+00:00,53c7ce151f935769
GT-016,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9955,2084,2.78,2026-09-18T03:16:39.717810+00:00,53c7ce151f935769
GT-158,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,2136,4.07,2026-09-19T00:04:17.229361+00:00,53c7ce151f935769
GT-039,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10041,1566,3.17,2026-09-18T03:19:05.666173+00:00,53c7ce151f935769
GT-125,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10099,2254,3.57,2026-09-18T03:10:27.270085+00:00,53c7ce151f935769
GT-089,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9981,2004,2.98,2026-09-18T23:55:46.943141+00:00,53c7ce151f935769
GT-003,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9761,1521,2.14,2026-09-18T03:15:02.946814+00:00,53c7ce151f935769
GT-001,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10075,1326,2.29,2026-09-18T23:45:52.020104+00:00,53c7ce151f935769
GT-151,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10610,1798,4.22,2026-09-18T03:13:48.604839+00:00,53c7ce151f935769
GT-139,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9890,1401,2.87,2026-09-19T00:02:08.103463+00:00,53c7ce151f935769
GT-104,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10147,2629,3.45,2026-09-18T07:14:49.339260+00:00,53c7ce151f935769
GT-127,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10015,2781,4.2,2026-09-18T23:42:00.564746+00:00,53c7ce151f935769
GT-129,gpt-oss-20b#r1,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10198,2053,3.84,2026-09-18T03:11:08.549846+00:00,53c7ce151f935769
GT-127,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,10015,1133,2.75,2026-09-19T00:00:25.659054+00:00,53c7ce151f935769
GT-131,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9859,1590,2.98,2026-09-18T23:42:27.827588+00:00,53c7ce151f935769
GT-038,gpt-oss-20b#r2,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9864,2022,3.71,2026-09-18T03:18:58.994522+00:00,53c7ce151f935769
GT-144,gpt-oss-20b#r3,openai/gpt-oss-20b,openai/gpt-oss-20b,1,9906,1863,3.13,2026-09-19T00:02:41.642466+00:00,53c7ce151f935769
